??? 2-й Чайковського провулок	2-й провулок Чайковського
провулок 1-й Травневої вулиці	провулок 1-й Травневої вулиці
провулок 1-й Центральної вулиці	провулок 1-й Центральної вулиці
провулок 2-й Берегової вулиці	провулок 2-й Берегової вулиці
провулок 2-й вулиці Калнишевського	провулок 2-й вулиці Калнишевського
провулок 2-й Леніна вулиці	провулок 2-й Леніна вулиці
провулок 2-й Миру	провулок 2-й Миру
провулок 2-й Молодіжної вулиці	провулок 2-й Молодіжної вулиці
провулок 2-й Праці	провулок 2-й Праці
провулок 2-й Роменської вулиці	провулок 2-й Роменської вулиці
провулок 2-й Соборної вулиці	провулок 2-й Соборної вулиці
провулок 2-й Центральної вулиці	провулок 2-й Центральної вулиці
провулок 3-й Леніна вулиці	провулок 3-й Леніна вулиці
провулок 3-й Праці	провулок 3-й Праці
провулок 3-й Соборної вулиці	провулок 3-й Соборної вулиці
провулок 3-й Тараса Шевченка	провулок 3-й Тараса Шевченка
провулок 3-й Травневої вулиці	провулок 3-й Травневої вулиці
провулок 3-й Центральної вулиці	провулок 3-й Центральної вулиці
провулок 4-й Берегової вулиці	провулок 4-й Берегової вулиці
провулок 4-й Тараса Шевченка	провулок 4-й Тараса Шевченка
провулок 4-й Травневої вулиці	провулок 4-й Травневої вулиці
провулок 5-й Леніна вулиці	провулок 5-й Леніна вулиці
провулок 5-й Соборної вулиці	провулок 5-й Соборної вулиці
провулок 5-й Центральної вулиці	провулок 5-й Центральної вулиці
провулок1-й Миру	1-й провулок Миру
Проектна 2 вулиця	2-га Проектна вулиця
Проектна вулиця №12	12-та Проектна вулиця
Проїзд 1	1-й проїзд
Проїзд 2	2-й проїзд
Проїзд 3	3-й проїзд
Проїзд 4	4-й проїзд
Проїзд 5	5-й проїзд
Проїзд 6	6-й проїзд
Проїзд 7	7-й проїзд
Проїзд 8	8-й проїзд
Проїзд 9	9-й проїзд
проулок 40-річчя Перемоги	проулок 40-річчя Перемоги
Революції 1905 року вулиця	Революції 1905 року вулиця
Революції 1905 року узвіз	Революції 1905 року узвіз
Рози Люксембург (18 лінія) вулиця	Рози Люксембург (18 лінія) вулиця
Рози Люксембург вулиця (29 лiнiя)	Рози Люксембург вулиця (29 лiнiя)
Рыбак-2а	Рыбак-2а
Рынок хитрый лот 62	Рынок хитрый лот 62
Ряд № 1 (8 б-28 б)	Ряд № 1 (8 б-28 б)
Ряд № 10 (455 б-523 б)	Ряд № 10 (455 б-523 б)
Ряд № 2 (29 б-60 б)	Ряд № 2 (29 б-60 б)
Ряд № 3 (61 6-99 6)	Ряд № 3 (61 6-99 6)
Ряд № 4 (100 б-146 б)	Ряд № 4 (100 б-146 б)
Ряд № 5 (147 б-199 б)	Ряд № 5 (147 б-199 б)
Ряд № 6 (200 б-257 б)	Ряд № 6 (200 б-257 б)
Ряд № 7 (258 б-319 б)	Ряд № 7 (258 б-319 б)
Ряд № 8 (320 б-385 б)	Ряд № 8 (320 б-385 б)
Ряд № 9 (386 б-454 б)	Ряд № 9 (386 б-454 б)
С-101107	С-101107
С-13-02-01	С-13-02-01
С. Козаровичі (354)	С. Козаровичі (354)
С030704	С030704
С031504	С031504
С13-02-12	С13-02-12
С13-02-13	С13-02-13
С13-02-14	С13-02-14
С13-02-20	С13-02-20
С140202 Гутисько-Тур'янське-Почапи	С140202 Гутисько-Турʼянське-Почапи
С140214 Стовпин-Гумниська	С140214 Стовпин-Гумниська
С140244 Ожидів-Петричі	С140244 Ожидів-Петричі
С161504	С161504
С161611	С161611
С161612	С161612
С161628	С161628
С212550 Буди - Бедряги - Бистрое дорога	С212550 Буди - Бедряги - Бистрое дорога
Садова 1 провулок	Садова 1 провулок
Садова 12-та лінія вулиця	Садова 12-та лінія вулиця
Садова 2-га вулиця	Садова 2-га вулиця
Садова-1 вулиця	Садова-1 вулиця
Садова-2 вулиця	Садова-2 вулиця
Садовий №1 провулок	Садовий №1 провулок
Садовий №2 провулок	Садовий №2 провулок
